Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
12.76,Low Sugar,0.035,Snack Foods,158.59,2009,Medium,Tier 2,Supermarket Type2
13.59,No Sugar,0.007,Household,145.95,2009,Medium,Tier 2,Supermarket Type2
12.23,Low Sugar,0.064,Breads,171.55,2009,Medium,Tier 2,Supermarket Type2
12.95,Low Sugar,0.089,Canned,153.25,2009,Medium,Tier 2,Supermarket Type2
11.79,Regular,0.038,Snack Foods,143.49,2009,Medium,Tier 2,Supermarket Type2
11.12,No Sugar,0.026,Household,104.77,1998,Small,Tier 3,Food Mart
12.84,Low Sugar,0.046,Baking Goods,144.7,2009,Medium,Tier 2,Supermarket Type2
16.4,Low Sugar,0.038,Soft Drinks,166.56,1987,High,Tier 2,Supermarket Type1
11.82,Low Sugar,0.095,Soft Drinks,175.22,2009,Medium,Tier 2,Supermarket Type2
13.84,Regular,0.035,Fruits and Vegetables,132.15,2009,Medium,Tier 2,Supermarket Type2
11.22,Low Sugar,0.025,Meat,143.32,2009,Medium,Tier 2,Supermarket Type2
14.26,Regular,0.026,Meat,181.37,1987,High,Tier 2,Supermarket Type1
10.37,Low Sugar,0.018,Canned,111.87,1998,Small,Tier 3,Food Mart
12.79,Regular,0.041,Fruits and Vegetables,168.13,2009,Medium,Tier 2,Supermarket Type2
12.81,No Sugar,0.089,Health and Hygiene,168.73,2009,Medium,Tier 2,Supermarket Type2
13.14,No Sugar,0.025,Household,152.12,2009,Medium,Tier 2,Supermarket Type2
9.67,Low Sugar,0.049,Snack Foods,99.84,1999,Medium,Tier 1,Departmental Store
13.18,No Sugar,0.015,Health and Hygiene,121.54,2009,Medium,Tier 2,Supermarket Type2
13.87,Regular,0.126,Fruits and Vegetables,163.18,1987,High,Tier 2,Supermarket Type1
15.36,No Sugar,0.056,Health and Hygiene,187.11,1987,High,Tier 2,Supermarket Type1
12.1,No Sugar,0.094,Household,151.61,2009,Medium,Tier 2,Supermarket Type2
12.62,No Sugar,0.117,Health and Hygiene,195.81,1999,Medium,Tier 1,Departmental Store
12.64,Regular,0.093,Fruits and Vegetables,168.4,2009,Medium,Tier 2,Supermarket Type2
15.72,Regular,0.018,Breads,187.38,1999,Medium,Tier 1,Departmental Store
13.93,No Sugar,0.044,Health and Hygiene,179.57,1999,Medium,Tier 1,Departmental Store
9.6,Low Sugar,0.033,Fruits and Vegetables,144.63,2009,Medium,Tier 2,Supermarket Type2
12.22,Low Sugar,0.02,Hard Drinks,135.23,2009,Medium,Tier 2,Supermarket Type2
11.42,Low Sugar,0.028,Snack Foods,152.78,2009,Medium,Tier 2,Supermarket Type2
12.03,No Sugar,0.032,Others,168.48,2009,Medium,Tier 2,Supermarket Type2
15.92,Low Sugar,0.14,Meat,96.04,2009,Medium,Tier 2,Supermarket Type2
14.05,Regular,0.122,Canned,164.51,1987,High,Tier 2,Supermarket Type1
10.98,Low Sugar,0.03,Baking Goods,179.08,2009,Medium,Tier 2,Supermarket Type2
12.95,Low Sugar,0.128,Fruits and Vegetables,149.98,2009,Medium,Tier 2,Supermarket Type2
13.34,Low Sugar,0.027,Snack Foods,165.36,2009,Medium,Tier 2,Supermarket Type2
12.91,Regular,0.026,Meat,119.28,2009,Medium,Tier 2,Supermarket Type2
16.23,Low Sugar,0.009,Dairy,184.92,1999,Medium,Tier 1,Departmental Store
11.45,Regular,0.004,Meat,119.93,2009,Medium,Tier 2,Supermarket Type2
12.57,Regular,0.036,Frozen Foods,172.0,2009,Medium,Tier 2,Supermarket Type2
8.86,Low Sugar,0.173,Fruits and Vegetables,110.44,1998,Small,Tier 3,Food Mart
14.7,Low Sugar,0.03,Meat,175.92,1987,High,Tier 2,Supermarket Type1
10.52,Low Sugar,0.035,Canned,123.52,1987,High,Tier 2,Supermarket Type1
14.73,Low Sugar,0.027,Canned,148.35,2009,Medium,Tier 2,Supermarket Type2
9.88,No Sugar,0.03,Health and Hygiene,161.65,2009,Medium,Tier 2,Supermarket Type2
9.91,Regular,0.142,Frozen Foods,124.09,1987,High,Tier 2,Supermarket Type1
13.61,Low Sugar,0.036,Hard Drinks,191.56,1987,High,Tier 2,Supermarket Type1
13.45,Regular,0.049,Dairy,179.74,1999,Medium,Tier 1,Departmental Store
10.62,Low Sugar,0.082,Baking Goods,160.01,1999,Medium,Tier 1,Departmental Store
13.15,Low Sugar,0.053,Snack Foods,116.92,2009,Medium,Tier 2,Supermarket Type2
12.22,No Sugar,0.18,Household,107.63,2009,Medium,Tier 2,Supermarket Type2
13.82,Low Sugar,0.098,Fruits and Vegetables,149.84,2009,Medium,Tier 2,Supermarket Type2
16.23,Low Sugar,0.007,Fruits and Vegetables,152.46,1999,Medium,Tier 1,Departmental Store
16.97,Regular,0.077,Frozen Foods,190.24,1999,Medium,Tier 1,Departmental Store
14.97,Low Sugar,0.015,Fruits and Vegetables,150.82,1987,High,Tier 2,Supermarket Type1
13.9,Low Sugar,0.063,Frozen Foods,118.24,2009,Medium,Tier 2,Supermarket Type2
10.39,Regular,0.062,Snack Foods,148.13,2009,Medium,Tier 2,Supermarket Type2
11.14,Low Sugar,0.039,Dairy,180.49,2009,Medium,Tier 2,Supermarket Type2
11.37,Low Sugar,0.042,Fruits and Vegetables,148.76,2009,Medium,Tier 2,Supermarket Type2
10.36,Low Sugar,0.026,Frozen Foods,129.89,2009,Medium,Tier 2,Supermarket Type2
12.7,Regular,0.037,Fruits and Vegetables,201.66,1987,High,Tier 2,Supermarket Type1
12.32,Low Sugar,0.01,Frozen Foods,160.78,2009,Medium,Tier 2,Supermarket Type2
14.58,Low Sugar,0.116,Fruits and Vegetables,121.32,2009,Medium,Tier 2,Supermarket Type2
10.79,No Sugar,0.041,Household,168.8,2009,Medium,Tier 2,Supermarket Type2
9.54,Regular,0.079,Soft Drinks,117.68,1987,High,Tier 2,Supermarket Type1
9.21,No Sugar,0.147,Health and Hygiene,111.69,1998,Small,Tier 3,Food Mart
10.92,Regular,0.018,Soft Drinks,140.44,1999,Medium,Tier 1,Departmental Store
11.12,No Sugar,0.121,Health and Hygiene,121.1,2009,Medium,Tier 2,Supermarket Type2
12.26,Low Sugar,0.017,Baking Goods,130.83,2009,Medium,Tier 2,Supermarket Type2
13.31,Low Sugar,0.077,Baking Goods,169.93,1987,High,Tier 2,Supermarket Type1
15.71,Low Sugar,0.063,Dairy,148.95,1987,High,Tier 2,Supermarket Type1
11.43,Low Sugar,0.014,Meat,139.72,2009,Medium,Tier 2,Supermarket Type2
14.91,Regular,0.125,Snack Foods,139.87,2009,Medium,Tier 2,Supermarket Type2
12.23,Low Sugar,0.019,Dairy,137.19,2009,Medium,Tier 2,Supermarket Type2
15.95,No Sugar,0.139,Household,135.72,2009,Medium,Tier 2,Supermarket Type2
10.67,Regular,0.27,Frozen Foods,145.07,2009,Medium,Tier 2,Supermarket Type2
13.79,Low Sugar,0.057,Snack Foods,98.9,2009,Medium,Tier 2,Supermarket Type2
11.2,No Sugar,0.089,Household,166.49,2009,Medium,Tier 2,Supermarket Type2
11.3,Low Sugar,0.081,Soft Drinks,149.55,2009,Medium,Tier 2,Supermarket Type2
11.18,No Sugar,0.04,Health and Hygiene,162.28,2009,Medium,Tier 2,Supermarket Type2
12.7,Low Sugar,0.017,Dairy,144.49,2009,Medium,Tier 2,Supermarket Type2
13.49,Low Sugar,0.049,Baking Goods,175.16,1999,Medium,Tier 1,Departmental Store
15.2,Low Sugar,0.012,Meat,179.74,1987,High,Tier 2,Supermarket Type1
12.86,No Sugar,0.071,Health and Hygiene,129.34,2009,Medium,Tier 2,Supermarket Type2
13.11,Low Sugar,0.165,Fruits and Vegetables,140.91,2009,Medium,Tier 2,Supermarket Type2
9.65,Low Sugar,0.066,Breakfast,82.08,1998,Small,Tier 3,Food Mart
11.47,Low Sugar,0.052,Fruits and Vegetables,148.51,2009,Medium,Tier 2,Supermarket Type2
12.75,Regular,0.073,Baking Goods,132.21,2009,Medium,Tier 2,Supermarket Type2
12.82,Regular,0.066,Breads,139.09,2009,Medium,Tier 2,Supermarket Type2
9.18,Regular,0.029,Soft Drinks,98.11,1998,Small,Tier 3,Food Mart
11.92,No Sugar,0.017,Health and Hygiene,146.51,2009,Medium,Tier 2,Supermarket Type2
10.62,Regular,0.068,Canned,145.3,2009,Medium,Tier 2,Supermarket Type2
12.15,Regular,0.053,Canned,156.65,2009,Medium,Tier 2,Supermarket Type2
14.22,No Sugar,0.08,Health and Hygiene,181.36,1987,High,Tier 2,Supermarket Type1
13.28,Low Sugar,0.075,Breads,215.81,1999,Medium,Tier 1,Departmental Store
13.71,Low Sugar,0.061,Frozen Foods,140.64,2009,Medium,Tier 2,Supermarket Type2
12.49,No Sugar,0.053,Health and Hygiene,176.79,1987,High,Tier 2,Supermarket Type1
12.75,Regular,0.02,Fruits and Vegetables,139.42,2009,Medium,Tier 2,Supermarket Type2
14.42,No Sugar,0.072,Health and Hygiene,179.01,1987,High,Tier 2,Supermarket Type1
13.45,Low Sugar,0.032,Frozen Foods,126.96,2009,Medium,Tier 2,Supermarket Type2
12.56,Low Sugar,0.105,Canned,155.88,2009,Medium,Tier 2,Supermarket Type2
13.56,Low Sugar,0.184,Starchy Foods,136.92,2009,Medium,Tier 2,Supermarket Type2
11.89,No Sugar,0.026,Household,162.77,2009,Medium,Tier 2,Supermarket Type2
11.04,Low Sugar,0.128,Soft Drinks,149.87,2009,Medium,Tier 2,Supermarket Type2
8.31,Low Sugar,0.031,Snack Foods,92.66,1998,Small,Tier 3,Food Mart
10.98,Low Sugar,0.008,Fruits and Vegetables,147.43,2009,Medium,Tier 2,Supermarket Type2
15.53,No Sugar,0.039,Household,193.25,1999,Medium,Tier 1,Departmental Store
14.56,Low Sugar,0.286,Baking Goods,128.02,2009,Medium,Tier 2,Supermarket Type2
13.64,reg,0.04,Soft Drinks,158.51,2009,Medium,Tier 2,Supermarket Type2
13.01,Low Sugar,0.052,Frozen Foods,144.55,2009,Medium,Tier 2,Supermarket Type2
14.25,Low Sugar,0.052,Snack Foods,205.35,1999,Medium,Tier 1,Departmental Store
12.92,Low Sugar,0.118,Fruits and Vegetables,183.5,1999,Medium,Tier 1,Departmental Store
13.42,Regular,0.041,Breakfast,95.92,2009,Medium,Tier 2,Supermarket Type2
10.46,Low Sugar,0.015,Frozen Foods,128.68,2009,Medium,Tier 2,Supermarket Type2
17.48,Regular,0.111,Hard Drinks,167.59,1999,Medium,Tier 1,Departmental Store
11.8,Low Sugar,0.064,Fruits and Vegetables,139.51,2009,Medium,Tier 2,Supermarket Type2
14.45,Low Sugar,0.098,Dairy,127.37,2009,Medium,Tier 2,Supermarket Type2
12.73,No Sugar,0.073,Health and Hygiene,148.4,2009,Medium,Tier 2,Supermarket Type2
11.82,Low Sugar,0.128,Fruits and Vegetables,98.36,1998,Small,Tier 3,Food Mart
14.73,Low Sugar,0.021,Canned,172.75,1999,Medium,Tier 1,Departmental Store
12.58,Low Sugar,0.128,Seafood,139.56,2009,Medium,Tier 2,Supermarket Type2
13.02,Low Sugar,0.102,Snack Foods,168.86,2009,Medium,Tier 2,Supermarket Type2
11.15,Low Sugar,0.038,Starchy Foods,155.99,2009,Medium,Tier 2,Supermarket Type2
15.48,Regular,0.044,Meat,155.55,1999,Medium,Tier 1,Departmental Store
14.98,Low Sugar,0.092,Starchy Foods,150.59,1987,High,Tier 2,Supermarket Type1
8.65,No Sugar,0.021,Household,118.18,1998,Small,Tier 3,Food Mart
15.33,No Sugar,0.04,Health and Hygiene,154.47,1999,Medium,Tier 1,Departmental Store
12.61,Low Sugar,0.085,Soft Drinks,163.98,2009,Medium,Tier 2,Supermarket Type2
12.76,No Sugar,0.094,Health and Hygiene,100.44,2009,Medium,Tier 2,Supermarket Type2
14.98,Regular,0.046,Snack Foods,161.48,1999,Medium,Tier 1,Departmental Store
15.03,Low Sugar,0.067,Canned,115.38,2009,Medium,Tier 2,Supermarket Type2
8.27,No Sugar,0.04,Health and Hygiene,152.07,2009,Medium,Tier 2,Supermarket Type2
12.16,Low Sugar,0.017,Snack Foods,174.77,2009,Medium,Tier 2,Supermarket Type2
11.27,No Sugar,0.021,Household,151.5,2009,Medium,Tier 2,Supermarket Type2
14.0,No Sugar,0.066,Household,136.94,2009,Medium,Tier 2,Supermarket Type2
11.14,Low Sugar,0.089,Snack Foods,174.32,2009,Medium,Tier 2,Supermarket Type2
14.83,Regular,0.035,Hard Drinks,155.26,1987,High,Tier 2,Supermarket Type1
14.46,No Sugar,0.026,Household,161.98,1987,High,Tier 2,Supermarket Type1
10.83,Regular,0.051,Snack Foods,163.38,2009,Medium,Tier 2,Supermarket Type2
14.02,No Sugar,0.005,Health and Hygiene,140.49,2009,Medium,Tier 2,Supermarket Type2
19.55,Low Sugar,0.047,Starchy Foods,176.27,1999,Medium,Tier 1,Departmental Store
13.89,No Sugar,0.193,Household,168.44,1987,High,Tier 2,Supermarket Type1
12.51,Low Sugar,0.069,Canned,154.31,2009,Medium,Tier 2,Supermarket Type2
11.57,Low Sugar,0.065,Fruits and Vegetables,111.84,1987,High,Tier 2,Supermarket Type1
11.41,No Sugar,0.113,Household,143.49,2009,Medium,Tier 2,Supermarket Type2
13.75,Low Sugar,0.016,Fruits and Vegetables,172.22,1999,Medium,Tier 1,Departmental Store
10.29,No Sugar,0.174,Health and Hygiene,100.03,1998,Small,Tier 3,Food Mart
13.82,Low Sugar,0.047,Dairy,168.29,1987,High,Tier 2,Supermarket Type1
14.41,Regular,0.035,Frozen Foods,131.41,2009,Medium,Tier 2,Supermarket Type2
10.3,Regular,0.134,Snack Foods,137.82,2009,Medium,Tier 2,Supermarket Type2
11.3,Low Sugar,0.033,Soft Drinks,163.81,2009,Medium,Tier 2,Supermarket Type2
11.27,Low Sugar,0.027,Meat,87.56,1998,Small,Tier 3,Food Mart
8.27,Regular,0.145,Snack Foods,116.25,1998,Small,Tier 3,Food Mart
10.31,Low Sugar,0.07,Dairy,122.61,1987,High,Tier 2,Supermarket Type1
17.39,Low Sugar,0.07,Soft Drinks,137.14,1999,Medium,Tier 1,Departmental Store
13.13,Regular,0.053,Canned,148.39,2009,Medium,Tier 2,Supermarket Type2
11.39,Low Sugar,0.066,Canned,153.58,2009,Medium,Tier 2,Supermarket Type2
8.41,Low Sugar,0.038,Dairy,125.52,1998,Small,Tier 3,Food Mart
8.91,No Sugar,0.013,Health and Hygiene,127.02,1998,Small,Tier 3,Food Mart
15.8,Low Sugar,0.09,Baking Goods,183.34,1987,High,Tier 2,Supermarket Type1
13.33,Low Sugar,0.174,Frozen Foods,112.98,2009,Medium,Tier 2,Supermarket Type2
17.58,No Sugar,0.077,Others,186.16,1999,Medium,Tier 1,Departmental Store
10.81,Regular,0.04,Frozen Foods,117.47,1987,High,Tier 2,Supermarket Type1
9.62,Regular,0.128,Baking Goods,128.23,1987,High,Tier 2,Supermarket Type1
11.67,Regular,0.103,Fruits and Vegetables,134.73,2009,Medium,Tier 2,Supermarket Type2
13.24,Low Sugar,0.054,Baking Goods,123.06,2009,Medium,Tier 2,Supermarket Type2
17.79,Low Sugar,0.049,Dairy,164.33,1999,Medium,Tier 1,Departmental Store
10.38,Regular,0.012,Fruits and Vegetables,87.14,1998,Small,Tier 3,Food Mart
13.76,Regular,0.059,Fruits and Vegetables,142.63,2009,Medium,Tier 2,Supermarket Type2
13.78,No Sugar,0.012,Others,154.9,2009,Medium,Tier 2,Supermarket Type2
11.43,No Sugar,0.057,Others,104.83,1987,High,Tier 2,Supermarket Type1
13.32,Regular,0.08,Frozen Foods,161.91,2009,Medium,Tier 2,Supermarket Type2
10.06,Low Sugar,0.127,Snack Foods,93.41,1987,High,Tier 2,Supermarket Type1
9.94,Low Sugar,0.126,Fruits and Vegetables,114.27,1998,Small,Tier 3,Food Mart
18.0,Low Sugar,0.118,Fruits and Vegetables,179.6,1999,Medium,Tier 1,Departmental Store
11.38,Low Sugar,0.086,Fruits and Vegetables,168.02,2009,Medium,Tier 2,Supermarket Type2
12.81,Low Sugar,0.066,Fruits and Vegetables,157.7,2009,Medium,Tier 2,Supermarket Type2
13.45,Low Sugar,0.094,Baking Goods,192.35,1987,High,Tier 2,Supermarket Type1
18.98,Regular,0.021,Frozen Foods,203.09,1999,Medium,Tier 1,Departmental Store
15.81,Low Sugar,0.088,Dairy,130.95,2009,Medium,Tier 2,Supermarket Type2
14.44,Low Sugar,0.012,Soft Drinks,151.93,2009,Medium,Tier 2,Supermarket Type2
10.29,Low Sugar,0.113,Canned,166.58,2009,Medium,Tier 2,Supermarket Type2
12.94,Low Sugar,0.075,Snack Foods,109.45,2009,Medium,Tier 2,Supermarket Type2
17.29,Low Sugar,0.125,Baking Goods,207.43,1999,Medium,Tier 1,Departmental Store
15.7,Low Sugar,0.042,Meat,169.76,1987,High,Tier 2,Supermarket Type1
13.04,Low Sugar,0.034,Dairy,185.53,1999,Medium,Tier 1,Departmental Store
11.25,No Sugar,0.031,Household,105.49,1998,Small,Tier 3,Food Mart
13.79,Low Sugar,0.106,Fruits and Vegetables,162.59,1987,High,Tier 2,Supermarket Type1
10.01,Regular,0.053,Dairy,111.14,1998,Small,Tier 3,Food Mart
11.86,Regular,0.035,Breakfast,101.33,1987,High,Tier 2,Supermarket Type1
16.07,Regular,0.067,Meat,176.39,1987,High,Tier 2,Supermarket Type1
8.85,Regular,0.034,Snack Foods,104.51,1998,Small,Tier 3,Food Mart
16.67,Low Sugar,0.017,Dairy,208.21,1999,Medium,Tier 1,Departmental Store
14.7,Low Sugar,0.015,Soft Drinks,227.14,1999,Medium,Tier 1,Departmental Store
12.81,No Sugar,0.074,Health and Hygiene,111.97,2009,Medium,Tier 2,Supermarket Type2
12.0,No Sugar,0.076,Health and Hygiene,152.55,2009,Medium,Tier 2,Supermarket Type2
14.5,Low Sugar,0.172,Fruits and Vegetables,156.08,1987,High,Tier 2,Supermarket Type1
15.45,Regular,0.28,Snack Foods,160.62,1999,Medium,Tier 1,Departmental Store
11.58,Low Sugar,0.018,Meat,141.99,2009,Medium,Tier 2,Supermarket Type2
15.18,Regular,0.079,Snack Foods,190.65,1987,High,Tier 2,Supermarket Type1
11.14,Low Sugar,0.038,Dairy,138.81,2009,Medium,Tier 2,Supermarket Type2
11.48,Regular,0.031,Baking Goods,113.48,2009,Medium,Tier 2,Supermarket Type2
9.86,Regular,0.01,Baking Goods,152.54,2009,Medium,Tier 2,Supermarket Type2
9.06,Low Sugar,0.027,Canned,152.67,2009,Medium,Tier 2,Supermarket Type2
9.6,No Sugar,0.06,Health and Hygiene,124.9,1987,High,Tier 2,Supermarket Type1
15.49,Low Sugar,0.149,Fruits and Vegetables,166.24,1999,Medium,Tier 1,Departmental Store
13.28,Regular,0.115,Meat,184.11,1999,Medium,Tier 1,Departmental Store
12.31,Low Sugar,0.029,Baking Goods,132.27,2009,Medium,Tier 2,Supermarket Type2
12.95,Low Sugar,0.076,Dairy,157.84,2009,Medium,Tier 2,Supermarket Type2
8.95,Regular,0.016,Baking Goods,108.2,1998,Small,Tier 3,Food Mart
14.5,Low Sugar,0.102,Snack Foods,145.7,2009,Medium,Tier 2,Supermarket Type2
12.74,No Sugar,0.113,Health and Hygiene,188.23,1999,Medium,Tier 1,Departmental Store
10.2,Low Sugar,0.073,Dairy,152.0,2009,Medium,Tier 2,Supermarket Type2
13.09,Low Sugar,0.062,Soft Drinks,132.24,2009,Medium,Tier 2,Supermarket Type2
14.5,Low Sugar,0.062,Meat,180.97,1987,High,Tier 2,Supermarket Type1
14.96,Regular,0.033,Baking Goods,179.22,1987,High,Tier 2,Supermarket Type1
15.01,Low Sugar,0.033,Dairy,190.45,1987,High,Tier 2,Supermarket Type1
14.93,No Sugar,0.047,Household,202.51,1999,Medium,Tier 1,Departmental Store
11.35,Low Sugar,0.062,Dairy,131.18,2009,Medium,Tier 2,Supermarket Type2
10.41,No Sugar,0.035,Household,134.92,2009,Medium,Tier 2,Supermarket Type2
9.65,Regular,0.154,Meat,119.85,1999,Medium,Tier 1,Departmental Store
10.44,Regular,0.022,Frozen Foods,97.29,1998,Small,Tier 3,Food Mart
13.6,Low Sugar,0.022,Snack Foods,147.93,2009,Medium,Tier 2,Supermarket Type2
12.69,Regular,0.113,Breads,137.99,2009,Medium,Tier 2,Supermarket Type2
10.46,No Sugar,0.118,Household,155.19,1998,Small,Tier 3,Food Mart
13.32,Low Sugar,0.047,Fruits and Vegetables,142.68,2009,Medium,Tier 2,Supermarket Type2
11.64,Low Sugar,0.078,Meat,190.67,1987,High,Tier 2,Supermarket Type1
10.5,Low Sugar,0.14,Baking Goods,106.26,1998,Small,Tier 3,Food Mart
14.5,Low Sugar,0.033,Baking Goods,160.2,1987,High,Tier 2,Supermarket Type1
15.93,Regular,0.026,Baking Goods,168.48,1987,High,Tier 2,Supermarket Type1
14.79,Low Sugar,0.065,Soft Drinks,176.73,1987,High,Tier 2,Supermarket Type1
10.11,Low Sugar,0.036,Fruits and Vegetables,139.32,2009,Medium,Tier 2,Supermarket Type2
16.13,Regular,0.069,Snack Foods,157.36,1999,Medium,Tier 1,Departmental Store
8.9,Regular,0.02,Fruits and Vegetables,108.29,1998,Small,Tier 3,Food Mart
14.3,Low Sugar,0.038,Snack Foods,102.93,2009,Medium,Tier 2,Supermarket Type2
10.92,Low Sugar,0.023,Soft Drinks,114.87,1987,High,Tier 2,Supermarket Type1
12.56,Regular,0.128,Baking Goods,163.28,2009,Medium,Tier 2,Supermarket Type2
11.74,Low Sugar,0.03,Breakfast,90.7,1998,Small,Tier 3,Food Mart
12.08,Low Sugar,0.035,Snack Foods,119.58,2009,Medium,Tier 2,Supermarket Type2
8.96,Low Sugar,0.01,Dairy,96.35,1998,Small,Tier 3,Food Mart
15.09,Regular,0.037,Snack Foods,128.49,2009,Medium,Tier 2,Supermarket Type2
9.37,Low Sugar,0.086,Soft Drinks,157.13,2009,Medium,Tier 2,Supermarket Type2
12.4,Low Sugar,0.056,Snack Foods,168.06,2009,Medium,Tier 2,Supermarket Type2
12.75,Low Sugar,0.093,Soft Drinks,116.25,2009,Medium,Tier 2,Supermarket Type2
13.59,No Sugar,0.015,Household,141.86,2009,Medium,Tier 2,Supermarket Type2
12.78,Low Sugar,0.128,Snack Foods,171.78,2009,Medium,Tier 2,Supermarket Type2
14.77,No Sugar,0.055,Health and Hygiene,151.41,1987,High,Tier 2,Supermarket Type1
9.16,Low Sugar,0.026,Fruits and Vegetables,86.38,1998,Small,Tier 3,Food Mart
9.51,No Sugar,0.079,Household,94.15,1998,Small,Tier 3,Food Mart
11.89,Low Sugar,0.1,Fruits and Vegetables,165.2,2009,Medium,Tier 2,Supermarket Type2
15.79,Low Sugar,0.146,Seafood,159.01,1999,Medium,Tier 1,Departmental Store
10.89,Low Sugar,0.173,Fruits and Vegetables,105.54,1998,Small,Tier 3,Food Mart
11.82,Low Sugar,0.061,Meat,113.32,2009,Medium,Tier 2,Supermarket Type2
13.98,Low Sugar,0.039,Fruits and Vegetables,178.92,1999,Medium,Tier 1,Departmental Store
14.99,Low Sugar,0.025,Breads,194.94,1987,High,Tier 2,Supermarket Type1
16.46,Low Sugar,0.01,Fruits and Vegetables,186.04,1999,Medium,Tier 1,Departmental Store
14.22,Regular,0.027,Meat,170.66,1999,Medium,Tier 1,Departmental Store
10.89,Regular,0.032,Baking Goods,147.02,2009,Medium,Tier 2,Supermarket Type2
12.97,Regular,0.036,Snack Foods,184.16,1999,Medium,Tier 1,Departmental Store
11.89,Regular,0.028,Baking Goods,108.68,1987,High,Tier 2,Supermarket Type1
12.85,Regular,0.071,Soft Drinks,149.41,2009,Medium,Tier 2,Supermarket Type2
12.15,Low Sugar,0.107,Dairy,118.28,2009,Medium,Tier 2,Supermarket Type2
12.39,Low Sugar,0.015,Baking Goods,171.28,2009,Medium,Tier 2,Supermarket Type2
13.58,No Sugar,0.04,Health and Hygiene,144.93,2009,Medium,Tier 2,Supermarket Type2
11.88,Low Sugar,0.21,Frozen Foods,129.82,2009,Medium,Tier 2,Supermarket Type2
9.36,No Sugar,0.039,Household,107.02,1998,Small,Tier 3,Food Mart
14.52,Low Sugar,0.031,Snack Foods,174.8,1999,Medium,Tier 1,Departmental Store
5.72,Regular,0.054,Fruits and Vegetables,73.62,1998,Small,Tier 3,Food Mart
12.61,Low Sugar,0.086,Canned,146.61,2009,Medium,Tier 2,Supermarket Type2
11.01,Low Sugar,0.123,Frozen Foods,101.95,1998,Small,Tier 3,Food Mart
7.73,No Sugar,0.068,Health and Hygiene,115.8,1998,Small,Tier 3,Food Mart
13.24,Regular,0.077,Meat,160.15,2009,Medium,Tier 2,Supermarket Type2
12.97,Low Sugar,0.147,Soft Drinks,133.97,2009,Medium,Tier 2,Supermarket Type2
11.5,Low Sugar,0.128,Fruits and Vegetables,132.55,2009,Medium,Tier 2,Supermarket Type2
15.64,Regular,0.06,Baking Goods,183.21,1987,High,Tier 2,Supermarket Type1
14.53,Low Sugar,0.132,Baking Goods,174.17,1999,Medium,Tier 1,Departmental Store
13.76,Low Sugar,0.153,Dairy,164.47,1987,High,Tier 2,Supermarket Type1
15.95,Low Sugar,0.043,Snack Foods,196.35,1999,Medium,Tier 1,Departmental Store
9.14,Regular,0.036,Baking Goods,159.23,2009,Medium,Tier 2,Supermarket Type2
11.05,No Sugar,0.12,Health and Hygiene,147.05,2009,Medium,Tier 2,Supermarket Type2
13.23,Low Sugar,0.123,Starchy Foods,109.06,2009,Medium,Tier 2,Supermarket Type2
10.24,Low Sugar,0.078,Snack Foods,133.55,2009,Medium,Tier 2,Supermarket Type2
9.65,Low Sugar,0.117,Breads,106.35,1998,Small,Tier 3,Food Mart
11.03,Low Sugar,0.024,Baking Goods,82.26,1998,Small,Tier 3,Food Mart
10.77,No Sugar,0.069,Household,145.19,2009,Medium,Tier 2,Supermarket Type2
13.92,Low Sugar,0.013,Frozen Foods,175.56,1999,Medium,Tier 1,Departmental Store
11.19,Low Sugar,0.015,Fruits and Vegetables,168.64,2009,Medium,Tier 2,Supermarket Type2
11.09,Regular,0.036,Seafood,110.69,1987,High,Tier 2,Supermarket Type1
13.62,Low Sugar,0.074,Dairy,129.19,2009,Medium,Tier 2,Supermarket Type2
14.67,No Sugar,0.118,Others,173.5,1999,Medium,Tier 1,Departmental Store
10.77,No Sugar,0.126,Household,141.22,2009,Medium,Tier 2,Supermarket Type2
13.28,Low Sugar,0.045,Dairy,149.12,2009,Medium,Tier 2,Supermarket Type2
12.83,Low Sugar,0.017,Hard Drinks,117.53,2009,Medium,Tier 2,Supermarket Type2
12.67,Regular,0.119,Seafood,152.41,2009,Medium,Tier 2,Supermarket Type2
12.02,No Sugar,0.026,Health and Hygiene,186.55,1987,High,Tier 2,Supermarket Type1
12.25,Low Sugar,0.025,Snack Foods,153.72,2009,Medium,Tier 2,Supermarket Type2
11.29,Low Sugar,0.071,Dairy,154.96,2009,Medium,Tier 2,Supermarket Type2
14.85,Low Sugar,0.113,Snack Foods,177.8,1998,Small,Tier 3,Food Mart
11.76,Regular,0.082,Fruits and Vegetables,180.96,2009,Medium,Tier 2,Supermarket Type2
8.47,Regular,0.033,Soft Drinks,116.52,1998,Small,Tier 3,Food Mart
16.5,Low Sugar,0.11,Canned,160.79,1987,High,Tier 2,Supermarket Type1
12.72,Low Sugar,0.151,Snack Foods,127.92,2009,Medium,Tier 2,Supermarket Type2
15.76,Regular,0.038,Dairy,170.12,1987,High,Tier 2,Supermarket Type1
10.77,Regular,0.065,Canned,104.63,1998,Small,Tier 3,Food Mart
12.95,Regular,0.023,Meat,138.22,2009,Medium,Tier 2,Supermarket Type2
13.61,Regular,0.044,Baking Goods,130.29,2009,Medium,Tier 2,Supermarket Type2
